district,end_date,issued_on,permittee_name,permit_no,address,lat,lng,start_date
WAN CHAI,11/08/2013,11/03/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0240-13,"Two sections of Cheung Woo Lane near Bowerington Road, Wan Chai, HK",22.276022,114.1751471,14/03/2013
WAN CHAI,10/09/2013,11/03/2013,CHUN WO - CRGL JOINT VENTURE,GW-RS0241-13,"A section of Tonnochy Road near Convention Avenue and an area near Hung Hing Road, Wan Chai, HK",22.282835,114.179813,13/03/2013
SOUTHERN,19/09/2013,06/03/2013,WAI KEE (ZENS) CONSTRUCTION & TRANSPORTATION CO. LTD.,GW-RS0242-13,"A section of Wong Chuk Hang Road near Yip Kan Street and Heung Yip Road, Wong Chuk Hang, Hong Kong (Highways Department Contract No. HY/2010/07)",-1,-1,20/03/2013
ISLANDS,12/08/2013,13/03/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0243-13,Construction Site between Cathay Pacific City and Cheong Wong Road of Hong Kong-Zhuhai-Macao Bridge Hong Kong Link Road - Section between Scenic Hill and Hong Kong Boundary Crossing Facilities  (Contract No.: HY/2011/03),-1,-1,13/03/2013
EASTERN,08/10/2013,13/03/2013,CRBC - WCCL JV,GW-RS0244-13,Streets in Hong Kong Island,-1,-1,09/04/2013
EASTERN,08/09/2013,14/03/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0245-13,"Electric Road between Whitfield Road and Fook Yum Road, North Point, Hong Kong (WSD Contract No.: 20/WSD/08)",-1,-1,11/03/2013
CENTRAL AND WESTERN,02/07/2013,13/03/2013,Advance Engineering (Development) Ltd.,GW-RS0247-13,"MTR Admiralty Station, Hong Kong.",-1,-1,02/04/2013
EASTERN,14/09/2013,08/03/2013,Goldfield N&W Construction Company Limited,GW-RS0248-13,"Platform Level, MTRC Heng Fa Chuen Station, Chai Wan, HK",22.2678103,114.2360778,15/03/2013
CENTRAL AND WESTERN,17/08/2013,12/03/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS0250-13,"No. 1 – 1D Sands Street, Kennedy Town, Hong Kong.",-1,-1,20/03/2013
WAN CHAI,24/09/2013,11/03/2013,CHUN WO - CRGL JOINT VENTURE,GW-RS0251-13,"An area near Expo Drive East and Expo Drive, Wan Chai, Hong Kong",22.283176,114.171878,26/03/2013
SOUTHERN,18/09/2013,15/03/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RS0252-13,"Site Area near Ap Lei Chau Bridge, Ap Lei Chau, Hong Kong (South Island Line (East) Contract 903)",22.2418581,114.1528532,19/03/2013
WAN CHAI,30/09/2013,13/03/2013,CRBC-WCCL JV,GW-RS0255-13,"Canal Road Flyover and Wong Nai Chung Gap Flyover, Wan Chai, Hong Kong",22.276022,114.1751471,01/04/2013
WAN CHAI,30/09/2013,18/03/2013,CRBC - WCCL JV,GW-RS0257-13,All streets in Hong Kong Island,22.2478599,114.2033843,01/04/2013
SOUTHERN,25/09/2013,14/03/2013,GRANVILLE CIVIL LIMITED,GW-RS0259-13,"Two road sections near junction of Nam Fung Road and Deep Water Bay Road, Hong Kong",22.253589,114.186524,26/03/2013
SOUTHERN,01/07/2013,18/03/2013,LEIGHTON - LNS JOINT VENTURE,GW-RS0260-13,"Site Area near Cyberport Sewage Treatment Plant, Cyberport Road, Hong Kong (DSD Contract No. DC/2007/24)",-1,-1,02/04/2013
ISLANDS,30/09/2013,18/03/2013,FUJITA – SUN FOOK KONG JOINT VENTURE (FUJITA CORPORATION AND SUN FOOK KONG (CIVIL) LIMIT,GW-RS0261-13,"Construction Site near South Perimeter Road, Chek Lap Kok South Road and Chun Yue Road, Hong Kong International Airport, Chek Lap Kok. (Contract No. P546)",-1,-1,01/04/2013
CENTRAL AND WESTERN,30/09/2013,12/03/2013,"YAU LEE CONSTRUCTION CO., LTD.",GW-RS0262-13,"MTR Central Station, Central, Hong Kong",-1,-1,02/04/2013
ISLANDS,13/09/2013,14/03/2013,CHINA HARBOUR - CHINA STATE JOINT VENTURE,GW-RS0265-13,"Mui Wo Temporary Public Fill Reception Facility, Mui Wo Ferry Pier Road, Lantau Island, Hong Kong",22.261865,114.003178,14/03/2013
WAN CHAI,25/07/2013,19/03/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0266-13,"A section of Canal Road West near Morrison Hill Road, Wan Chai, Hong Kong",22.276521,114.180363,29/03/2013
WAN CHAI,11/06/2013,19/03/2013,Gammon Construction Limited,GW-RS0267-13,"Queen's Road East, Wan Chai, HK",22.274503,114.173208,22/03/2013
EASTERN,22/09/2013,14/03/2013,CHINA HARBOUR ENGINEERING COMPANY LIMITED AND CHINA STATE CONSTRUCTION ENGINEERING (HONG K,GW-RS0268-13,"Chai Wan Public Fill Barging Point, 11 Ka Yip Street, Chai Wan, Hong Kong",22.269079,114.245436,24/03/2013
WAN CHAI,19/09/2013,20/03/2013,Chun Wo - CRGL Joint Venture,GW-RS0269-13,"A section of Convention Avenue near Tonnochyu Road, Wan Chai, HK",22.276022,114.1751471,23/03/2013
SOUTHERN,01/07/2013,18/03/2013,LEIGHTON - LNS JOINT VENTURE,GW-RS0270-13,"Site Area near Cyberport Sewage Treatment Plant, Cyberport Road, Hong Kong (DSD Contract No. DC/2007/24)",-1,-1,02/04/2013
CENTRAL AND WESTERN,18/08/2013,13/03/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS0271-13,"Junction of Man Po Street & Rumsey Street, Sheung Wan, Hong Kong.",22.28684,114.153471,20/03/2013
EASTERN,14/09/2013,22/03/2013,GOLDFIELD N&W CONSTRUCTION CO. LTD,GW-RS0272-13,"Platform level, MTRC Chai Wan Station, Chai Wan, Hong Kong",-1,-1,15/03/2013
EASTERN,26/05/2013,13/03/2013,Gammon Construction Limited,GW-RS0273-13,"Route 4, Slip Road of Island Eastern Corridor near Kornhill, HK",22.396428,114.109497,17/03/2013
WAN CHAI,24/09/2013,19/03/2013,Chun Wo - Leader Joint Venture,GW-RS0274-13,"A section of Expo Drive East, Wan Chai, HK",22.283448,114.174138,25/03/2013
WAN CHAI,18/09/2013,19/03/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0277-13,"Four sections of Johnston Road near Mallory Street and a section of Heart Street near Johnston Road, Wan Chai, Hong Kong",22.276663,114.173445,21/03/2013
CENTRAL AND WESTERN,13/09/2013,14/03/2013,NISHIMATSU CONSTRUCTION COMPANY LIMITED,GW-RS0278-13,"Hong Kong Park near The British Council and Supreme Court Road, HK",22.396428,114.109497,14/03/2013
WAN CHAI,11/06/2013,19/03/2013,Gammon Construction Limited,GW-RS0279-13,"264 Queen's Road East, Wan Chai, Hong Kong",22.2744611,114.1743421,20/03/2013
SOUTHERN,23/08/2013,20/03/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RS0280-13,"Construction site at Heung Yip Road near Man Hing Industrial Centre, Wong Chuk Hang, Hong Kong (South Island Line (East) Contract 903)",-1,-1,23/03/2013
CENTRAL AND WESTERN,17/08/2013,15/03/2013,CRBC - WCCL JV,GW-RS0282-13,"Junction of Garden Road and Magazine Gap Road and Section of Magazine Gap Road outside Estoril Court Block 1, Hong Kong.",22.396428,114.109497,19/03/2013
EASTERN,23/07/2013,15/03/2013,Gammon Construction Limited,GW-RS0283-13,"Island Eastern Corridor, East Bound, Ch3.400 to Ch3.300, Fast Lane and West Bound, Ch3.320 to Ch3.500, Lane 1 and Slip Road From Nam On Street, Hong Kong.",-1,-1,24/03/2013
ISLANDS,15/10/2013,21/03/2013,AK Asphalt Limited,GW-RS0284-13,"Central Concourse, Hong Kong International Airport, Outlying Island, NT",-1,-1,16/04/2013
WAN CHAI,20/09/2013,20/03/2013,CRBC - WCCL JV,GW-RS0285-13,"A section of Victoria Park Road near Gloucester Road, Causeway Bay, HK",22.280703,114.179064,23/03/2013
EASTERN,17/09/2013,15/03/2013,Chung Wo - CRGL - MBEC Joint Venture,GW-RS0286-13,"North Point New Reclamation Area - Portion VII (Near Watson Road and Oil Street), HK",22.396428,114.109497,18/03/2013
CENTRAL AND WESTERN,31/05/2013,15/03/2013,SOUTHA TECHNICAL LIMITED,GW-RS0288-13,"MTR Hong Kong Station, Central, Hong Kong",-1,-1,02/04/2013
CENTRAL AND WESTERN,16/06/2013,19/03/2013,SUN FOOK KONG (CIVIL) LIMITED,GW-RS0289-13,"425J – 425U Queen’s Road West, Sai Ying Pun, Hong Kong.",-1,-1,24/03/2013
CENTRAL AND WESTERN,05/10/2013,18/03/2013,"Chung Chin Construction & Engineering Co., Ltd.",GW-RS0290-13,"Connaught Road Central, Des Voeux Road Central, Li Yuen Street East and Pedder Street, Central, HK",22.282018,114.157739,08/04/2013
EASTERN,13/08/2013,15/03/2013,Gammon Construction Limited,GW-RS0291-13,"Island Eastern Corridor, East Bound, CH3.064 to CH2.300, Fast Land and CH2.300 to CH2.120, Full Width Hong Kong.",22.396428,114.109497,14/04/2013
WAN CHAI,18/09/2013,19/03/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0292-13,"Junction of Johnston Road near Ship Street and a section of Johnston Road near Tai Wong Street East, Wan Chai, HK",22.275742,114.171249,24/03/2013
WAN CHAI,25/08/2013,22/03/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS0294-13,"Backlane of Yiu Wa Street, Causeway Bay, HK",22.277678,114.182385,27/03/2013
ISLANDS,30/09/2013,18/03/2013,Kenny Engineering Company Limited,GW-RS0295-13,Hong Kong International Airport,-1,-1,01/04/2013
SOUTHERN,19/10/2013,25/03/2013,Excel Concrete Limited,GW-RS0296-13,"23 Tin Wan Praya Road, Aberdeen, Hong Kong",22.248622,114.143963,20/04/2013
SOUTHERN,31/05/2013,21/03/2013,Leighton Contractors (Asia) Ltd.,GW-RS0297-13,"Ocean Park Road (Outside Ocean Park Entrance), Aberdeen, Hong Kong (South Island Line (East) Contract 903)",-1,-1,22/03/2013
CENTRAL AND WESTERN,29/09/2013,28/03/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS0300-13,"45-51 Connaught Road West, Sheung Wan, Hong Kong",22.2881196,114.1484039,01/04/2013
EASTERN,23/05/2013,22/03/2013,TOP EXPRESS INFRASTRUCTURE LIMITED,GW-RS0303-13,"Hing Fat Street, North Point, Hong Kong",22.284287,114.191113,25/03/2013
WAN CHAI,30/09/2013,22/03/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS0304-13,"Two sections of Lockhart Road between Stewart Road and Tonnochy Road, Wan Chai, HK",22.280265,114.177418,01/04/2013
ISLANDS,30/06/2013,22/03/2013,Dragages - China Harbour - VSL Joint Venture,GW-RS0305-13,"Outlying Island, NT",-1,-1,29/03/2013
WAN CHAI,22/09/2013,26/03/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0306-13,"The basin near Hung Hing Road, Causeway Bay, Hong Kong",22.282835,114.179813,27/03/2013
CENTRAL AND WESTERN,28/08/2013,20/03/2013,PUI HING CONSTRUCTION COMPANY LIMITED,GW-RS0307-13,"148-161 Connaught Road Central & 2-2A Morrison Street, Sheung Wan, Hong Kong",22.287714,114.150659,25/03/2013
EASTERN,07/10/2013,22/03/2013,"The Jardine Engineering Corporation, Limited",GW-RS0309-13,"BTM room in Platform level of MTRC Heng Fa Chuen Station, Chai Wan, HK",22.2678103,114.2360778,08/04/2013
WAN CHAI,25/09/2013,25/03/2013,Chun Wo - Leader Joint Venture,GW-RS0310-13,"Three sections of Convention Avenue near Expo Drive and one section of section of Fenwick Pier Street near Lung King Street, Wan Chai, HK",22.281448,114.169118,27/03/2013
CENTRAL AND WESTERN,28/08/2013,21/03/2013,PUI HING CONSTRUCTION COMPANY LIMITED,GW-RS0311-13,"33-39 Peel Street & a section opposite Time Centre, Sheung Wan, Hong Kong",22.2863943,114.1491375,25/03/2013
EASTERN,07/10/2013,20/03/2013,The Jardine Engineering Corporation Limited,GW-RS0312-13,"MTR Tai Koo Station, Quarry Bay, HK",22.284649,114.216359,08/04/2013
CENTRAL AND WESTERN,29/06/2013,20/03/2013,GAMMON-NISHIMATSU WIL JOINT VENTURE (GAMMON CONSTRUCTION LIMITED AND NISHIMATSU CONSTRUCTI,GW-RS0313-13,"Centre Street Market and Centre Street Cooked Food Centre, First Street, Sai Ying Pun, Hong Kong.",22.396428,114.109497,03/04/2013
ISLANDS,22/09/2013,28/03/2013,GAMMON CONSTRUCTION LIMITED,GW-RS0314-13,"Hong Kong International Airport, South Runway Road, Outlying Island, NT",22.396428,114.109497,03/04/2013
CENTRAL AND WESTERN,04/10/2013,21/03/2013,Goldfield N & W Construction Company Limited,GW-RS0316-13,"MTR Central Station, Central, Hong Kong.",-1,-1,05/04/2013
CENTRAL AND WESTERN,26/05/2013,22/03/2013,WO HING CONSTRUCTION CO. LTD.,GW-RS0317-13,"Mason’s Lane, Central, Hong Kong",22.2799907,114.1587983,31/03/2013
ISLANDS,09/10/2013,28/03/2013,CHINA HARBOUR ENGINEERING CO. LTD.,GW-RS0320-13,"Hong Kong International Airport, Outlying Island, NT",22.396428,114.109497,10/04/2013
EASTERN,30/09/2013,11/04/2013,CRBC - WCCL JV,GW-RS0322-13,"Java Road near Man Hong Street, North Point, HK",22.292889,114.205038,01/04/2013
CENTRAL AND WESTERN,27/09/2013,22/03/2013,Penta-Ocean Construction Co Ltd,GW-RS0323-13,"31-37 Des Voeux Road Central, Central, Hong Kong",22.2829262,114.1571368,28/03/2013
SOUTHERN,31/05/2013,02/04/2013,Leighton - John Holland Joint Venture,GW-RS0324-13,"Ap Lei Chau Drive, Aberdeen, Hong Kong",-1,-1,02/04/2013
EASTERN,27/09/2013,27/03/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0325-13,"Causeway Bay Typhoon Shelter (near former Tung Lo Wan Fireboat Station), Causeway Bay, Hong Kong",22.2797295,114.1870366,29/03/2013
CENTRAL AND WESTERN,25/05/2013,25/03/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0328-13,"outside Centenary Mansion Block 1, 1-15 Victoria Road, Kennedy Town,  Hong Kong.",22.276492,114.158138,27/03/2013
SOUTHERN,27/10/2013,02/04/2013,Mersing (HK) Trenchless Limited,GW-RS0329-13,"Site area near Ap Lei Chau Waterfront Promenade, Ap Lei Chau, Hong Kong (DSD Contract No. DC/2008/09)",22.2418581,114.1528532,29/04/2013
CENTRAL AND WESTERN,26/09/2013,22/03/2013,Gammon Construction Limited,GW-RS0330-13,MTRC WIL Contract 705 - KET Station & Overun Tunnel (Construction Site from Ex-Police Quarters to Ex KET Swimming Pool Site),-1,-1,27/03/2013
ISLANDS,10/09/2013,26/03/2013,GAMMON - HIP HING JOINT VENTURE,GW-RS0331-13,"Cathay Pacific Cargo Terminal, 3 Chun Wan Road, Hong Kong International Airport, Chek Lap Kok.",-1,-1,26/03/2013
CENTRAL AND WESTERN,21/09/2013,26/03/2013,Gammon - Nishimatsu Wil Joint Venture,GW-RS0333-13,"King George V Memorial Park, Hong Kong, Hospital Road, Sai Ying Pun, Hong Kong",22.396428,114.109497,28/03/2013
CENTRAL AND WESTERN,10/10/2013,28/03/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0335-13,"83-97 Wellington Street and 1-21 Lyndhurst Terrace, Central, Hong Kong",22.282449,114.154989,11/04/2013
EASTERN,30/09/2013,27/03/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0338-13,"Electric Road Between Fuk Yuen Street And Fook Yum Road, North Point, Hong Kong (WSD Contract No.: 20/WSD/20)",-1,-1,01/04/2013
CENTRAL AND WESTERN,05/10/2013,26/03/2013,Kier - Laing O'Rourke - Kaden Joint Venture,GW-RS0339-13,"Harcourt Garden, Admiralty, Hong Kong.",22.2784979,114.1664232,06/04/2013
WAN CHAI,08/10/2013,28/03/2013,Chun Wo - CRGL Joint Venture,GW-RS0340-13,"An area near Wan Shing Street, Wan Chai, HK",22.281981,114.17903,10/04/2013
ISLANDS,14/10/2013,02/04/2013,KR CONCRETE LIMITED,GW-RS0341-13,Concrete batching plant located at Midfield of Hong Kong International Airport operated for Contract No. P546,-1,-1,15/04/2013
ISLANDS,05/06/2013,02/04/2013,China Road and Bridge Corporation,GW-RS0342-13,"North Lantau Highway, Outlying Island, NT",-1,-1,06/04/2013
SOUTHERN,16/09/2013,03/04/2013,GAMMON CONSTRUCTION LIMITED,GW-RS0343-13,"Chi Fu Road near Block 9, 14, 15 and 19, Chi Fu Fa Yuen, Pokfulam, Hong Kong (WSD Contract No.: 3/WSD/11)",-1,-1,10/04/2013
ISLANDS,02/10/2013,08/04/2013,Gammon Construction Limited,GW-RS0344-13,"Area P5 of the construction sites for Midfield Concourse, Hong Kong International Airport, Chek Lap Kok. (Contract No. P533)",-1,-1,08/04/2013
CENTRAL AND WESTERN,17/09/2013,26/03/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0345-13,"Slip Road between Theatre Lane & Pedder Street, Central, Hong Kong.",22.282018,114.157739,02/04/2013
EASTERN,30/06/2013,27/03/2013,ROCTEC TECHNOLOGY LIMITED,GW-RS0346-13,"MTRC Taikoo Station, Quarry Bay, HK",22.284649,114.216359,09/04/2013
CENTRAL AND WESTERN,28/09/2013,27/03/2013,GAMMON - NISHIMATSU WIL JOINT VENTURE,GW-RS0347-13,"South-Western Portion of Western Public Cargo Working Area and Shing Sai Road, Kennedy Town, Hong Kong",22.284171,114.129272,02/04/2013
CENTRAL AND WESTERN,24/10/2013,28/03/2013,GTECH - PAUL Y. JOINT VENTURE,GW-RS0348-13,"Underground Levels of MTR Admiralty Station, Central, Hong Kong.",22.2799907,114.1587983,25/04/2013
CENTRAL AND WESTERN,04/07/2013,28/03/2013,CHUNG CHIN CONSTRUCTION AND ENGINEERING COMPANY LIMITED,GW-RS0349-13,"Opposite to 1-3 Queen’s Road Central, Central, Hong Kong.",22.280308,114.159539,08/04/2013
EASTERN,15/10/2013,05/04/2013,"THE JARDINE ENGINEERING CORPORATION, LIMITED",GW-RS0350-13,"MTRC Quarry Bay Station, Quarry Bay, HK",22.28858,114.208713,16/04/2013
CENTRAL AND WESTERN,04/10/2013,28/03/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0352-13,"Junction of Des Voeux Road Central & Bank Street, Central, Hong Kong",22.280501,114.16002,05/04/2013
ISLANDS,06/10/2013,02/04/2013,Dragages - China Harbour - VSL Joint Venture,GW-RS0353-13,Pier 0 in the Construction Site of Hong Kong-Zhuhai-Macao Bridge Hong Kong Link Road (Contract No. HY/2011/09),-1,-1,07/04/2013
ISLANDS,05/09/2013,08/04/2013,TYSAN FOUNDATION LIMITED,GW-RS0355-13,"Tung Chung Lot 37, Area 56, Lantau Island",22.2664984,113.941751,08/04/2013
CENTRAL AND WESTERN,03/11/2013,02/04/2013,GAMMON CONSTRUCTION LIMITED,GW-RS0356-13,"Harbour Area Treatment Scheme Stage 2A, outside Fung Mat Road, Sai Wan, Hong Kong.",22.288831,114.138381,04/05/2013
CENTRAL AND WESTERN,30/06/2013,28/03/2013,Manhing Engineering Company,GW-RS0357-13,"Outside High Court, Admiralty, Hong kong",22.278401,114.163383,29/03/2013
CENTRAL AND WESTERN,22/10/2013,03/04/2013,GAMMON BUILDING CONSTRUCTION LIMITED,GW-RS0358-13,"The Basement of The Forum, Harbour View Street, Central, Hong Kong",22.284593,114.157724,23/04/2013
WAN CHAI,20/06/2013,03/04/2013,TOP EXPRESS INFRASTRUCTURE LIMITED,GW-RS0359-13,"A section of Wong Nai Chung Road near Queen's Road East, Happy Valley, HK",22.274503,114.173208,06/04/2013
CENTRAL AND WESTERN,31/08/2013,03/04/2013,TYSAN FOUNDATION LIMITED,GW-RS0360-13,"10-12 Queen's Road Central, Central, HK",22.2804384,114.1576605,03/04/2013
ISLANDS,06/10/2013,03/04/2013,Dragages - China Harbour - VSL Joint Venture,GW-RS0361-13,Pier 0 in Airport Channel near Sham Shek Tsuen,-1,-1,07/04/2013
CENTRAL AND WESTERN,03/10/2013,03/04/2013,CHINA ROAD AND BRIDGE CORPORATION AND WELCOME CONSTRUCTION COMPANY LIMITED jointly trading,GW-RS0362-13,"10-28 Queen’s Road Central & 1-3 Pedder Street, Central, Hong Kong.",22.281354,114.156919,08/04/2013
CENTRAL AND WESTERN,17/10/2013,03/04/2013,Gammon Building Construction Limited,GW-RS0363-13,"The Podium of The Forum, Harbour View Street, Central, Hong Kong",22.284593,114.157724,19/04/2013
SOUTHERN,02/10/2013,05/04/2013,ABLE ENGINEERING COMPANY LIMITED,GW-RS0364-13,"Aberdeen Fire Station, Wong Chuk Hang, Hong Kong",-1,-1,03/04/2013
EASTERN,20/10/2013,09/04/2013,Chun Wo - CRGL - MBEC Joint Venture,GW-RS0365-13,"North Point New Reclamation Area - Portion III (Near Oil Street And City Garden), Hong Kong",22.290147,114.19372,21/04/2013
WAN CHAI,11/11/2013,05/04/2013,SUN FOOK KONG (CIVIL) LTD,GW-RS0366-13,"A section of Wong Nai Chung Road near Hau Tak Lane, Wan Chai, Hong Kong",22.274473,114.178565,12/04/2013
EASTERN,31/10/2013,10/04/2013,GAMMON CONSTRUCTION LIMITED,GW-RS0367-13,"Contract No. DC/2007/23 - Harbour Area Treatment Scheme Stage 2A North Point Preliminary Treatment Works Drop Shaft, North Point Sewage Screening Plant, Man Hong Street, North Point, Hong Kong",-1,-1,01/05/2013
WAN CHAI,07/10/2013,09/04/2013,Chun Wo - Leader Joint Venture,GW-RS0368-13,"Sections of Expo Drive East, Wan Chai, HK",22.283448,114.174138,13/04/2013
ISLANDS,16/10/2013,10/04/2013,Dragages - China Harbour - VSL Joint Venture,GW-RS0370-13,Pier 19&20 in the Construction Site of Hong Kong-Zhuhai-Macao Bridge Hong Kong Link Road (Contract No. HY/2011/09),-1,-1,17/04/2013
WAN CHAI,12/10/2013,09/04/2013,Chun Wo - Leader Joint Venture,GW-RS0371-13,"Victoria Harbour near Expo Drive East, Wan Chai, Hong Kong",22.283448,114.174138,13/04/2013
WAN CHAI,07/10/2013,09/04/2013,Chun Wo - Leader Joint Venture,GW-RS0372-13,"A section of Harbour Road near Convention Avenue and a section of Fenwick Pier Street near Convention Avenue, Wan Chai, HK",22.281731,114.174282,15/04/2013
WAN CHAI,17/10/2013,09/04/2013,Chun Wo- CRGL Joint Venture,GW-RS0373-13,"Hung Hing Road, Wan Chai, HK",22.282835,114.179813,19/04/2013
SOUTHERN,04/10/2013,05/04/2013,Leighton - John Holland Joint Venture,GW-RS0374-13,"Yi Nam Road, Ap Lei Chau, Hong Kong (South Island Line (East) Contract 904)",22.242879,114.148815,05/04/2013
CENTRAL AND WESTERN,02/10/2013,09/04/2013,ABLE ENGINEERING COMPANY LIMITED,GW-RS0376-13,"Site G, Lung Wo Road, Hong Kong.",22.396428,114.109497,11/04/2013
WAN CHAI,30/06/2013,10/04/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS0377-13,"Sections of Hip Wo Lane and a section of Tsun Yuen Street near Hip Wo Lane, Happy Valley, HK",22.268197,114.187085,15/04/2013
WAN CHAI,11/08/2013,10/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0378-13,"A section of Hennessy Road near Fleming Road, Wan Chai, HK",22.27921,114.174624,14/04/2013
SOUTHERN,31/05/2013,09/04/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RS0379-13,"a section of Wong Chuk Hang Nullah near New World First Bus Depot Wong Chuk Hang, Wong Chuk Hang, Hong Kong (South Island Line (East) Contract 903)",-1,-1,16/04/2013
WAN CHAI,11/10/2013,11/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0380-13,"Two sections of Hennessy Road between Percvial Street and Canal Road East, Wan Chai, HK",22.278784,114.181391,14/04/2013
WAN CHAI,15/10/2013,16/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0381-13,"A section of Harbour Road near Harbour Drive, Wan Chai, HK",22.279733,114.174822,20/04/2013
CENTRAL AND WESTERN,27/09/2013,10/04/2013,Yick Hing Construction Co. Ltd.,GW-RS0382-13,"Connaught Road Central (outside City Hall), Central, Hong Kong",22.28196,114.161258,29/04/2013
WAN CHAI,15/07/2013,11/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0383-13,"A section of Gloucester Road near Canal Road East, Wan Chai, HK",22.278784,114.181391,15/04/2013
EASTERN,14/10/2013,10/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0384-13,"Island Eastern Corridor (Fast Lanes) between Tin Hau and Victoria Park, North Point, HK",22.2845959,114.200412,15/04/2013
CENTRAL AND WESTERN,30/08/2013,11/04/2013,CHUN WO CONSTRUCTION AND ENGINEERING COMPANY LIMITED,GW-RS0385-13,"Section of Queensway outside Lippo Centre, Admiralty, Hong Kong.",22.2796357,114.1654865,15/04/2013
WAN CHAI,15/10/2013,16/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0386-13,"A section of Tung Lo Wan Road near Tai Hang Road, Causeway Bay, HK",22.270355,114.191058,20/04/2013
WAN CHAI,31/05/2013,17/04/2013,GOLD RAM ENGINEERING & DEVELOPMENT LIMITED,GW-RS0387-13,A section of road near exit of Cross Harbour Tunnel,-1,-1,22/04/2013
SOUTHERN,10/10/2013,10/04/2013,MERSING (HK) TRENCHLESS LIMITED,GW-RS0388-13,"Site Area near Sewage Treatment Plant, 50 Lee Nam Road, Ap Lei Chau, Hong Kong (DSD Contract No. DC/2008/09)",-1,-1,11/04/2013
CENTRAL AND WESTERN,02/08/2013,17/04/2013,MAN LEI TRANSPORTATION CO. LTD.,GW-RS0389-13,"outside St. John's Building, Cotton Tree Drive, Hong Kong",22.396428,114.109497,19/04/2013
SOUTHERN,20/10/2013,17/04/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RS0390-13,"A section of Wong Chuk Hang Nullah near Nam Long Shan Road, Wong Chuk Hang, Hong Kong (South Island Line (East) Contract 903)",-1,-1,21/04/2013
WAN CHAI,10/06/2013,17/04/2013,Tai Tau Tsai Environmental Engineering Limited,GW-RS0391-13,"A section of Lockhart Road between Arsenal Street and Fenwick Street, Wan Chai, HK",22.279163,114.170453,25/04/2013
SOUTHERN,20/10/2013,17/04/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RS0392-13,"A section of Wong Chuk Hang Nullah near Aberdeen Sports Ground, Wong Chuk Hang, Hong Kong (South Island Line (East) Contract 903)",-1,-1,21/04/2013
EASTERN,05/08/2013,15/04/2013,CHUN WO CONSTRUCTION & ENGINEERING CO. LTD.,GW-RS0393-13,"Section of King's Road near Lau Li Street, North Point, HK",22.284175,114.191688,20/04/2013
WAN CHAI,15/10/2013,17/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0394-13,"A section of O'Brien Road near Jaffe Road, Wan Chai, HK",22.279067,114.176815,22/04/2013
EASTERN,14/07/2013,11/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0395-13,"Hoi Wan Street and Hoi Tai Street, Quarry Bay, HK",22.288479,114.211636,15/04/2013
CENTRAL AND WESTERN,21/10/2013,16/04/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RS0396-13,"Tunnel in Central Reclamation Phase III, Central, Hong Kong",22.2799907,114.1587983,22/04/2013
WAN CHAI,15/10/2013,17/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0397-13,"A section of Wong Nai Chung Road near Broadwood Road, Happy Valley, Hong Kong",22.271622,114.186376,18/04/2013
